,customer_id,count_x,vendor_x,vendor_y,count_y,Pop_v
891,171PB3P,34,"78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 78, 79, 79, 28, 106, 79, 856, 856, 856, 856, 79, 856, 856","78, 79, 28, 106, 856",5,78
892,1735241,38,"82, 304, 148, 83, 83, 83, 197, 304, 83, 85, 304, 391, 391, 304, 304, 391, 299, 225, 299, 299, 299, 299, 225, 299, 386, 299, 84, 160, 386, 225, 299, 86, 299, 160, 160, 299, 160, 299","82, 304, 148, 83, 197, 85, 391, 299, 225, 386, 84, 160, 86",13,299
893,174FU0Z,1,243,243,1,243
894,175K4WS,1,189,189,1,189
895,1773EV6,4,"196, 196, 196, 161","196, 161",2,196
896,1773OCL,2,"157, 157",157,1,157
897,178L3DW,2,"196, 573","196, 573",2,"196,573"
898,179E40X,8,"271, 271, 145, 145, 90, 231, 207, 148","271, 145, 90, 231, 207, 148",6,"271,145"
899,17BXCN9,2,"193, 855","193, 855",2,"193,855"
900,17EX5IW,10,"78, 113, 78, 113, 113, 113, 113, 79, 113, 401","78, 113, 79, 401",4,113
901,17G68M0,7,"231, 231, 85, 231, 193, 105, 86","231, 85, 193, 105, 86",5,231
902,17IYRN8,1,237,237,1,237
903,17J8GX0,2,"193, 105","193, 105",2,"193,105"
904,17L0NK6,31,"33, 159, 192, 104, 33, 192, 159, 33, 159, 33, 159, 33, 33, 75, 75, 134, 75, 134, 310, 33, 33, 75, 104, 75, 104, 33, 75, 75, 295, 159, 33","33, 159, 192, 104, 75, 134, 310, 295",8,33
905,17LKKT7,7,"221, 81, 221, 274, 221, 401, 401","221, 81, 274, 401",4,221
906,17LMMQQ,1,113,113,1,113
907,17LY8PA,1,582,582,1,582
908,17P1TZP,8,"398, 575, 398, 386, 386, 398, 398, 386","398, 575, 386",3,398
909,17Q7881,93,"221, 221, 221, 221, 221, 221, 221, 221, 221, 221, 192, 221, 221, 221, 221, 221, 221, 221, 221, 221, 216, 216, 216, 188, 216, 216, 216, 216, 216, 216, 216, 216, 401, 401, 216, 216, 271, 216, 295, 216, 216, 216, 216, 216, 216, 216, 216, 216, 216, 216, 401, 216, 216, 216, 216, 216, 216, 216, 216, 547, 216, 216, 288, 216, 547, 216, 547, 547, 216, 216, 216, 216, 216, 216, 216, 216, 4, 216, 216, 216, 216, 216, 216, 216, 216, 216, 216, 216, 216, 216, 216, 216, 216","221, 192, 216, 188, 401, 271, 295, 547, 288, 4",10,216
910,17S2OU9,2,"44, 86","44, 86",2,"44,86"
911,17T0IF9,2,"386, 386",386,1,386
912,17YLYNH,1,846,846,1,846
913,17YPXA9,3,"573, 573, 79","573, 79",2,573
914,17YRR00,6,"259, 197, 188, 113, 113, 113","259, 197, 188, 113",4,113
915,182H43M,1,459,459,1,459
916,182WW2N,2,"849, 849",849,1,849
917,1870EFM,1,148,148,1,148
918,188C8X3,12,"176, 75, 104, 33, 33, 195, 104, 33, 104, 33, 104, 104","176, 75, 104, 33, 195",5,104
919,188DUEW,4,"20, 75, 113, 113","20, 75, 113",3,113
920,18A6V77,1,243,243,1,243
921,18BUSEP,2,"148, 145","148, 145",2,"148,145"
922,18G31L0,1,846,846,1,846
923,18NSFPK,1,386,386,1,386
924,18PUYHP,1,846,846,1,846
925,18PZ9IH,3,"289, 843, 843","289, 843",2,843
926,18SSIX9,26,"115, 195, 110, 300, 115, 105, 113, 578, 110, 115, 203, 300, 110, 300, 300, 386, 300, 300, 110, 300, 300, 300, 300, 386, 300, 300","115, 195, 110, 300, 105, 113, 578, 203, 386",9,300
927,18UXC5X,2,"577, 679","577, 679",2,"577,679"
928,18W5GOQ,2,"386, 105","386, 105",2,"386,105"
929,1927GKC,3,"189, 189, 13","189, 13",2,189
930,19APLYI,3,"79, 79, 79",79,1,79
931,19BBSQZ,1,84,84,1,84
932,19BHRLR,1,573,573,1,573
933,19DBVIN,1,537,537,1,537
934,19DECP5,8,"78, 78, 78, 78, 23, 23, 23, 401","78, 23, 401",3,78
935,19HTFAE,3,"154, 84, 843","154, 84, 843",3,"154,84,843"
936,19IIVM0,4,"193, 189, 154, 189","193, 189, 154",3,189
937,19JI64L,2,"575, 84","575, 84",2,"575,84"
938,19LCF1H,5,"78, 78, 401, 79, 578","78, 401, 79, 578",4,78
939,19MSERC,1,386,386,1,386
940,19OX3D0,3,"356, 207, 356","356, 207",2,356
941,19PEKO6,1,189,189,1,189
942,19SCA5P,6,"188, 92, 188, 188, 858, 92","188, 92, 858",3,188
943,19Y7HRF,1,90,90,1,90
944,19Z3IR5,7,"4, 4, 4, 4, 4, 4, 356","4, 356",2,4
945,19ZDJTS,6,"113, 113, 113, 113, 113, 113",113,1,113
946,1A00YOB,4,"43, 197, 577, 577","43, 197, 577",3,577
947,1A2KE37,8,"84, 84, 681, 84, 84, 84, 84, 84","84, 681",2,84
948,1A2OO2Z,4,"90, 13, 419, 846","90, 13, 419, 846",4,"90,13,419,846"
949,1A3ZGRQ,1,398,398,1,398
950,1A4R0EC,2,"846, 86","846, 86",2,"846,86"
951,1A5S4YO,5,"44, 386, 537, 86, 419","44, 386, 537, 86, 419",5,"44,386,537,86,419"
952,1A60PVB,3,"459, 189, 849","459, 189, 849",3,"459,189,849"
953,1A7FRUY,1,86,86,1,86
954,1A95UZQ,1,115,115,1,115
955,1A9J5FC,2,"189, 145","189, 145",2,"189,145"
956,1A9RUAC,2,"176, 192","176, 192",2,"176,192"
957,1AAAHHS,1,386,386,1,386
958,1ABCSLM,3,"78, 78, 43","78, 43",2,78
959,1AFUJJJ,2,"148, 105","148, 105",2,"148,105"
960,1AKU0OW,2,"84, 547","84, 547",2,"84,547"
961,1AL8TKP,4,"145, 398, 145, 145","145, 398",2,145
962,1ALLK7O,1,386,386,1,386
963,1ALSEHV,5,"191, 113, 858, 191, 191","191, 113, 858",3,191
964,1ANBI27,16,"83, 83, 83, 83, 231, 83, 83, 83, 83, 84, 84, 84, 84, 84, 20, 289","83, 231, 84, 20, 289",5,83
965,1ANTZZL,1,310,310,1,310
966,1ANZGE9,13,"243, 193, 90, 90, 189, 189, 189, 105, 105, 145, 145, 386, 681","243, 193, 90, 189, 105, 145, 386, 681",8,189
967,1AP508C,6,"459, 105, 105, 86, 105, 537","459, 105, 86, 537",4,105
968,1AQMX7I,1,193,193,1,193
969,1ARHFIP,1,75,75,1,75
970,1ARHPOA,4,"105, 846, 846, 846","105, 846",2,846
971,1ASZ1NX,14,"67, 289, 289, 55, 577, 55, 577, 55, 289, 583, 577, 537, 681, 846","67, 289, 55, 577, 583, 537, 681, 846",8,"289,55,577"
972,1AU2HRY,4,"250, 250, 583, 583","250, 583",2,"250,583"
973,1AWGI06,6,"105, 105, 86, 84, 299, 386","105, 86, 84, 299, 386",5,105
974,1AXPL2T,4,"113, 113, 113, 578","113, 578",2,113
975,1B0B10S,1,113,113,1,113
976,1B19B79,4,"113, 679, 113, 113","113, 679",2,113
977,1B1UIYH,52,"134, 192, 192, 20, 33, 92, 134, 192, 221, 221, 115, 192, 110, 20, 192, 221, 221, 192, 221, 300, 33, 188, 216, 75, 216, 134, 82, 188, 110, 676, 310, 216, 23, 92, 134, 33, 20, 216, 547, 858, 310, 33, 134, 33, 216, 159, 547, 159, 159, 33, 23, 33","134, 192, 20, 33, 92, 221, 115, 110, 300, 188, 216, 75, 82, 676, 310, 23, 547, 858, 159",19,33
978,1B21KRM,5,"84, 160, 160, 84, 105","84, 160, 105",3,"84,160"
979,1B3FMQZ,4,"113, 149, 149, 113","113, 149",2,"113,149"
980,1B3UWSJ,22,"192, 192, 192, 192, 192, 192, 192, 192, 192, 192, 192, 192, 192, 192, 192, 192, 192, 192, 192, 192, 192, 192",192,1,192
981,1B6XSUU,2,"193, 193",193,1,193
982,1B7SWVO,1,157,157,1,157
983,1B9NIDJ,3,"115, 207, 104","115, 207, 104",3,"115,207,104"
984,1BF65AO,6,"78, 113, 195, 225, 78, 191","78, 113, 195, 225, 191",5,78
985,1BF95A5,31,"20, 134, 92, 20, 134, 20, 20, 20, 134, 92, 4, 20, 20, 20, 92, 20, 92, 134, 92, 134, 82, 288, 13, 298, 298, 298, 13, 298, 134, 298, 4","20, 134, 92, 4, 82, 288, 13, 298",8,20
986,1BGGK37,1,201,201,1,201
987,1BIAIPR,13,"113, 113, 113, 78, 113, 113, 113, 113, 113, 113, 858, 858, 79","113, 78, 858, 79",4,113
988,1BIEVY1,3,"288, 288, 288",288,1,288
989,1BITAMA,2,"195, 78","195, 78",2,"195,78"
990,1BKPUUW,2,"419, 154","419, 154",2,"419,154"
991,1BOSH3S,1,391,391,1,391
992,1BOYJJ5,3,"858, 858, 578","858, 578",2,858
993,1BQGQBO,15,"33, 66, 33, 66, 66, 288, 67, 43, 259, 67, 106, 67, 679, 679, 858","33, 66, 288, 67, 43, 259, 106, 679, 858",9,"66,67"
994,1BQPE9W,1,294,294,1,294
995,1BUHBWE,5,"85, 105, 199, 86, 105","85, 105, 199, 86",4,105
996,1BXK289,4,"216, 575, 76, 4","216, 575, 76, 4",4,"216,575,76,4"
997,1BZ60MH,1,33,33,1,33
998,1BZB3XV,1,145,145,1,145
999,1BZZJ8B,7,"300, 195, 43, 76, 82, 298, 298","300, 195, 43, 76, 82, 298",6,298
1000,1C23WYY,9,"75, 75, 573, 573, 573, 573, 573, 573, 573","75, 573",2,573
1001,1C2VEC2,7,"105, 86, 105, 105, 84, 84, 105","105, 86, 84",3,105
1002,1C2YXTT,7,"243, 294, 106, 289, 191, 289, 191","243, 294, 106, 289, 191",5,"289,191"
1003,1C8RRY2,1,855,855,1,855
1004,1CBJMWB,1,28,28,1,28
1005,1CBU6AY,1,846,846,1,846
1006,1CBZAFG,3,"113, 78, 265","113, 78, 265",3,"113,78,265"
1007,1CDA3JE,1,79,79,1,79
1008,1CEJEAL,2,"237, 237",237,1,237
1009,1CH4ZQS,1,856,856,1,856
1010,1CJ519B,1,299,299,1,299
1011,1CK13RB,1,79,79,1,79
1012,1CKFKCE,28,"401, 310, 310, 577, 310, 298, 310, 582, 188, 33, 188, 401, 310, 298, 20, 298, 298, 188, 134, 188, 33, 104, 82, 188, 216, 134, 82, 134","401, 310, 577, 298, 582, 188, 33, 20, 134, 104, 82, 216",12,"310,188"
1013,1CLMNIK,1,845,845,1,845
1014,1CNQQN0,17,"303, 303, 303, 180, 4, 180, 176, 298, 176, 188, 188, 176, 271, 110, 298, 176, 4","303, 180, 4, 176, 298, 188, 271, 110",8,176
1015,1COAX3Q,1,858,858,1,858
1016,1CONSHK,2,"78, 113","78, 113",2,"78,113"
1017,1CR4EQQ,7,"391, 86, 386, 86, 86, 386, 386","391, 86, 386",3,"86,386"
1018,1CR6NCR,1,55,55,1,55
1019,1CRRH5I,1,193,193,1,193
1020,1CU7TZZ,8,"145, 145, 289, 547, 578, 547, 197, 547","145, 289, 547, 578, 197",5,547
1021,1CVDFQG,2,"85, 86","85, 86",2,"85,86"
1022,1CWKZMW,2,"92, 92",92,1,92
1023,1D3HNAE,15,"159, 104, 259, 159, 78, 207, 113, 78, 78, 78, 221, 4, 104, 79, 113","159, 104, 259, 78, 207, 113, 221, 4, 79",9,78
1024,1D4RL27,2,"294, 243","294, 243",2,"294,243"
1025,1D4WPNJ,1,110,110,1,110
1026,1D5L70Y,7,"78, 78, 28, 547, 191, 858, 858","78, 28, 547, 191, 858",5,"78,858"
1027,1D5T65O,1,849,849,1,849
1028,1D6EZ7P,2,"86, 386","86, 386",2,"86,386"
1029,1D7BO22,2,"221, 221",221,1,221
1030,1D7CDM2,2,"846, 237","846, 237",2,"846,237"
1031,1D8AZUE,4,"113, 113, 113, 113",113,1,113
1032,1DBKDNP,2,"855, 855",855,1,855
1033,1DBPPPF,2,"303, 145","303, 145",2,"303,145"
1034,1DE1N5B,4,"105, 225, 148, 86","105, 225, 148, 86",4,"105,225,148,86"
1035,1DFW37Z,4,"573, 573, 855, 573","573, 855",2,573
1036,1DG77HE,1,288,288,1,288
1037,1DHUVN0,2,"110, 188","110, 188",2,"110,188"
1038,1DINKBX,4,"356, 148, 105, 386","356, 148, 105, 386",4,"356,148,105,386"
1039,1DINSMT,1,110,110,1,110
1040,1DJ14SY,4,"110, 110, 75, 92","110, 75, 92",3,110
1041,1DJQS51,32,"265, 92, 265, 92, 265, 92, 92, 92, 92, 92, 92, 92, 265, 92, 92, 92, 92, 92, 265, 92, 92, 92, 28, 92, 92, 265, 92, 92, 265, 259, 92, 199","265, 92, 28, 259, 199",5,92
1042,1DKKM6V,1,82,82,1,82
1043,1DMU7OS,19,"4, 4, 4, 4, 4, 419, 419, 419, 419, 271, 271, 271, 271, 582, 33, 271, 271, 92, 271","4, 419, 271, 582, 33, 92",6,271
1044,1DQXHAH,7,"201, 83, 145, 84, 84, 386, 84","201, 83, 145, 84, 386",5,84
1045,1DTPL9C,1,356,356,1,356
1046,1DVDCIJ,2,"113, 43","113, 43",2,"113,43"
1047,1DXO8BQ,2,"20, 188","20, 188",2,"20,188"
1048,1E1RZP5,8,"85, 85, 85, 193, 189, 84, 386, 846","85, 193, 189, 84, 386, 846",6,85
1049,1E41UJF,3,"83, 43, 84","83, 43, 84",3,"83,43,84"
1050,1E76K0B,2,"577, 583","577, 583",2,"577,583"
1051,1E8MSJV,3,"92, 221, 176","92, 221, 176",3,"92,221,176"
1052,1E93KXB,4,"154, 154, 843, 843","154, 843",2,"154,843"
1053,1EB4H3C,25,"83, 83, 83, 83, 83, 84, 84, 86, 398, 84, 84, 84, 84, 84, 86, 84, 84, 84, 84, 84, 86, 398, 84, 84, 84","83, 84, 86, 398",4,84
1054,1EC36BV,1,846,846,1,846
1055,1EDAKBS,3,"855, 855, 855",855,1,855
1056,1EGYCUQ,5,"43, 43, 105, 356, 356","43, 105, 356",3,"43,356"
1057,1EL78SZ,18,"106, 106, 106, 106, 113, 113, 113, 113, 113, 113, 113, 113, 20, 113, 43, 113, 113, 113","106, 113, 20, 43",4,113
1058,1EL7U4L,1,356,356,1,356
1059,1ELWYY3,3,"43, 858, 191","43, 858, 191",3,"43,858,191"
1060,1EMNPG4,7,"43, 43, 43, 43, 299, 299, 299","43, 299",2,43
1061,1EMU3S7,1,105,105,1,105
1062,1ENRI9J,1,79,79,1,79
1063,1ENZEA1,1,83,83,1,83
1064,1EOZ4SY,10,"105, 83, 105, 105, 537, 846, 846, 105, 160, 846","105, 83, 537, 846, 160",5,105
1065,1EUHCAJ,1,154,154,1,154
1066,1EV397O,8,"259, 33, 33, 33, 288, 33, 288, 113","259, 33, 288, 113",4,33
1067,1F2XU4I,9,"192, 75, 75, 192, 78, 76, 79, 79, 79","192, 75, 78, 76, 79",5,79
1068,1F333PG,2,"843, 843",843,1,843
1069,1F39OHY,1,85,85,1,85
1070,1F4B9M2,2,"86, 356","86, 356",2,"86,356"
1071,1F6NPZL,4,"193, 681, 681, 681","193, 681",2,681
1072,1F7O0LQ,1,237,237,1,237
1073,1FAK6GI,1,20,20,1,20
1074,1FB5UQW,1,356,356,1,356
1075,1FEVGNF,1,104,104,1,104
1076,1FFU6DG,23,"105, 304, 391, 304, 82, 231, 105, 386, 105, 386, 160, 105, 386, 225, 299, 575, 386, 459, 537, 86, 299, 537, 459","105, 304, 391, 82, 231, 386, 160, 225, 299, 575, 459, 537, 86",13,"105,386"
1077,1FGKALQ,2,"76, 288","76, 288",2,"76,288"
1078,1FO4YB2,16,"145, 83, 105, 86, 459, 225, 84, 459, 84, 299, 459, 459, 459, 459, 459, 459","145, 83, 105, 86, 459, 225, 84, 299",8,459
1079,1FPV21D,1,386,386,1,386
1080,1FRWYK9,1,84,84,1,84
1081,1FS22MT,2,"67, 28","67, 28",2,"67,28"
1082,1FV5B9K,1,4,4,1,4
1083,1FVB6GN,1,191,191,1,191
1084,1FYXYUI,7,"105, 105, 44, 356, 846, 846, 105","105, 44, 356, 846",4,105
1085,1G3F0L9,1,846,846,1,846
1086,1G61VAO,7,"386, 86, 386, 386, 86, 845, 86","386, 86, 845",3,"386,86"
1087,1G7WTF7,1,356,356,1,356
1088,1G940Y5,5,"90, 55, 55, 148, 237","90, 55, 148, 237",4,55
1089,1GC4PIO,1,537,537,1,537
1090,1GC7EK9,4,"79, 79, 79, 79",79,1,79
1091,1GCH149,1,288,288,1,288
1092,1GDOONT,2,"573, 573",573,1,573
1093,1GE3B70,5,"85, 193, 197, 299, 189","85, 193, 197, 299, 189",5,"85,193,197,299,189"
1094,1GEO39K,8,"195, 195, 195, 106, 104, 79, 858, 858","195, 106, 104, 79, 858",5,195
1095,1GH1M4T,3,"28, 28, 547","28, 547",2,28
1096,1GHZJGX,3,"113, 78, 79","113, 78, 79",3,"113,78,79"
1097,1GIIB4V,1,243,243,1,243
1098,1GILW2L,2,"157, 288","157, 288",2,"157,288"
1099,1GNQ9QK,4,"157, 157, 157, 157",157,1,157
1100,1GNVLDI,1,189,189,1,189
1101,1GQIJBT,4,"86, 86, 44, 846","86, 44, 846",3,86
1102,1GQJCFL,16,"113, 113, 113, 189, 78, 113, 67, 113, 113, 79, 113, 106, 79, 113, 856, 113","113, 189, 78, 67, 79, 106, 856",7,113
1103,1GQPWWZ,6,"28, 84, 582, 681, 679, 547","28, 84, 582, 681, 679, 547",6,"28,84,582,681,679,547"
1104,1GQTPQQ,5,"157, 157, 679, 201, 250","157, 679, 201, 250",4,157
1105,1GUKIWO,7,"191, 104, 23, 23, 104, 23, 23","191, 104, 23",3,23
1106,1GXCMDJ,1,274,274,1,274
1107,1GYV77L,1,203,203,1,203
1108,1GZ39FK,1,79,79,1,79
1109,1H52HHA,6,"288, 288, 288, 288, 288, 110","288, 110",2,288
1110,1H6IVWQ,3,"189, 189, 189",189,1,189
1111,1H9MSFD,30,"92, 92, 92, 92, 192, 104, 104, 192, 92, 134, 92, 92, 92, 192, 92, 92, 104, 55, 92, 104, 92, 104, 92, 92, 104, 106, 75, 106, 134, 104","92, 192, 104, 134, 55, 106, 75",7,92
1112,1HA23F4,1,84,84,1,84
1113,1HBS9CL,5,"582, 106, 856, 582, 547","582, 106, 856, 547",4,582
1114,1HBVJX8,16,"92, 28, 4, 4, 189, 4, 92, 4, 13, 92, 4, 4, 104, 28, 28, 28","92, 28, 4, 189, 13, 104",6,4
1115,1HCR4BR,5,"79, 104, 106, 79, 79","79, 104, 106",3,79
1116,1HCWZ0H,19,"83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 84, 84, 356, 84, 356, 84, 84","83, 84, 356",3,83
1117,1HDJHXM,20,"193, 391, 243, 243, 237, 189, 189, 189, 189, 189, 237, 237, 189, 237, 189, 189, 386, 189, 86, 189","193, 391, 243, 237, 189, 386, 86",7,189
1118,1HGY0NR,1,105,105,1,105
1119,1HLKBB6,2,"86, 86",86,1,86
1120,1HLSHAP,5,"201, 201, 110, 106, 679","201, 110, 106, 679",4,201
1121,1HM1BBS,7,"106, 401, 106, 157, 106, 106, 106","106, 401, 157",3,106
1122,1HMK8JB,1,203,203,1,203
1123,1HPUPXW,1,845,845,1,845
1124,1HQ15H6,7,"105, 537, 537, 537, 145, 459, 537","105, 537, 145, 459",4,537
1125,1HQG2XD,32,"265, 113, 113, 113, 113, 105, 113, 161, 4, 113, 310, 310, 310, 265, 78, 78, 78, 310, 310, 547, 578, 679, 578, 113, 578, 79, 79, 79, 79, 79, 79, 79","265, 113, 105, 161, 4, 310, 78, 547, 578, 679, 79",11,"113,79"
1126,1HW3IPE,2,"189, 189",189,1,189
1127,1HYQYX1,2,"159, 33","159, 33",2,"159,33"
1128,1HZMK8S,1,149,149,1,149
1129,1HZWSBE,1,85,85,1,85
1130,1I19BOT,1,858,858,1,858
1131,1I48A4O,2,"189, 225","189, 225",2,"189,225"
1132,1I5CCLF,56,"75, 195, 195, 195, 23, 75, 81, 195, 23, 300, 75, 274, 195, 274, 189, 75, 195, 75, 195, 75, 75, 4, 23, 221, 75, 195, 195, 195, 75, 195, 75, 195, 76, 20, 191, 82, 191, 191, 191, 76, 191, 76, 191, 4, 191, 76, 191, 191, 191, 401, 191, 4, 401, 401, 191, 191","75, 195, 23, 81, 300, 274, 189, 4, 221, 76, 20, 191, 82, 401",14,191
1133,1IAAMON,1,115,115,1,115
1134,1IAQHOJ,6,"44, 44, 44, 44, 845, 44","44, 845",2,44
1135,1IBKEVF,3,"547, 547, 849","547, 849",2,547
1136,1ICSHCI,8,"157, 157, 157, 157, 157, 157, 157, 201","157, 201",2,157
1137,1IGS0P3,2,"79, 79",79,1,79
1138,1IKC23Z,1,83,83,1,83
1139,1ITDRXV,4,"243, 846, 846, 846","243, 846",2,846
1140,1IX6FXS,21,"43, 85, 85, 83, 81, 67, 577, 577, 577, 55, 92, 401, 401, 271, 92, 271, 271, 159, 271, 841, 401","43, 85, 83, 81, 67, 577, 55, 92, 401, 271, 159, 841",12,271
1141,1IYXWGO,4,"92, 4, 82, 82","92, 4, 82",3,82
1142,1J1XLCS,2,"271, 271",271,1,271
1143,1J2UIWH,9,"159, 288, 295, 20, 386, 216, 386, 386, 250","159, 288, 295, 20, 386, 216, 250",7,386
1144,1J3IMX3,7,"201, 201, 83, 231, 201, 83, 197","201, 83, 231, 197",4,201
1145,1J6M7GC,1,85,85,1,85
1146,1J769FS,4,"113, 113, 113, 104","113, 104",2,113
1147,1J9B55L,3,"90, 90, 193","90, 193",2,90
1148,1J9C3VU,1,199,199,1,199
1149,1JB2OK6,2,"192, 92","192, 92",2,"192,92"
1150,1JCFYB2,8,"84, 84, 84, 84, 44, 846, 84, 44","84, 44, 846",3,84
1151,1JCMJ3K,1,231,231,1,231
1152,1JCYN67,1,907,907,1,907
1153,1JDLUZK,4,"86, 86, 86, 86",86,1,86
1154,1JFQGLK,1,192,192,1,192
1155,1JGGSZI,2,"846, 846",846,1,846
1156,1JGGTXJ,1,681,681,1,681
1157,1JHKERC,6,"547, 547, 547, 547, 547, 841","547, 841",2,547
1158,1JJBPXI,4,"20, 81, 161, 573","20, 81, 161, 573",4,"20,81,161,573"
1159,1JKPEUR,2,"583, 386","583, 386",2,"583,386"
1160,1JM3KH5,1,193,193,1,193
1161,1JMYPSA,19,"274, 274, 274, 180, 180, 274, 180, 92, 92, 92, 180, 4, 180, 78, 4, 271, 176, 191, 104","274, 180, 92, 4, 78, 271, 176, 191, 104",9,180
1162,1JQZ5X9,2,"401, 86","401, 86",2,"401,86"
1163,1JR8879,5,"20, 20, 20, 20, 401","20, 401",2,20
1164,1JRDTTT,2,"207, 207",207,1,207
1165,1JUJQDZ,3,"149, 203, 907","149, 203, 907",3,"149,203,907"
1166,1JUVQ0D,1,191,191,1,191
1167,1JYD1MV,8,"83, 231, 83, 84, 84, 537, 81, 86","83, 231, 84, 537, 81, 86",6,"83,84"
1168,1JZP61W,1,681,681,1,681
1169,1K2UHGW,1,44,44,1,44
1170,1K4XPOZ,2,"679, 679",679,1,679
1171,1K71SRB,1,858,858,1,858
1172,1K7OHXI,7,"85, 84, 537, 86, 386, 537, 846","85, 84, 537, 86, 386, 846",6,537
1173,1K7VMXE,5,"43, 90, 44, 44, 386","43, 90, 44, 386",4,44
1174,1K7Y82D,1,578,578,1,578
1175,1K9ROTC,1,106,106,1,106
1176,1KA7ED1,3,"43, 105, 105","43, 105",2,105
1177,1KAIOK6,4,"157, 180, 681, 681","157, 180, 681",3,681
1178,1KCQ9PF,2,"83, 154","83, 154",2,"83,154"
1179,1KDG4ZB,3,"33, 201, 113","33, 201, 113",3,"33,201,113"
1180,1KFPZDA,1,243,243,1,243
1181,1KHF0D6,2,"679, 676","679, 676",2,"679,676"
1182,1KKD0NZ,2,"79, 79",79,1,79
1183,1KNCDIW,3,"157, 157, 43","157, 43",2,157
1184,1KPT3Q2,8,"78, 78, 78, 78, 78, 79, 79, 79","78, 79",2,78
1185,1KXEBNJ,1,78,78,1,78
1186,1KY10IG,10,"243, 243, 243, 231, 231, 243, 83, 237, 105, 237","243, 231, 83, 237, 105",5,243
1187,1KZY0XK,1,386,386,1,386
1188,1L00FUS,5,"4, 4, 4, 82, 13","4, 82, 13",3,4
1189,1L091JP,1,681,681,1,681
1190,1L0DZHK,6,"259, 78, 856, 191, 79, 191","259, 78, 856, 191, 79",5,191
1191,1L3NU8Y,2,"221, 33","221, 33",2,"221,33"
1192,1L60IAB,7,"250, 250, 295, 303, 295, 295, 295","250, 295, 303",3,295
1193,1L6TLEE,2,"85, 85",85,1,85
1194,1L82EEQ,1,84,84,1,84
1195,1L8VSHG,2,"203, 159","203, 159",2,"203,159"
1196,1LAUI9P,1,113,113,1,113
1197,1LD4FS0,1,79,79,1,79
1198,1LEEB0C,2,"196, 573","196, 573",2,"196,573"
1199,1LEUUNC,2,"846, 575","846, 575",2,"846,575"
1200,1LGBR98,1,849,849,1,849
1201,1LI50QB,5,"78, 78, 79, 79, 79","78, 79",2,79
1202,1LMDP94,9,"67, 79, 67, 79, 67, 79, 67, 67, 67","67, 79",2,67
1203,1LQL8IF,9,"161, 196, 196, 196, 161, 161, 196, 203, 573","161, 196, 203, 573",4,196
1204,1LQNQ55,9,"110, 676, 681, 197, 67, 681, 197, 83, 310","110, 676, 681, 197, 67, 83, 310",7,"681,197"
1205,1LUAOFJ,25,"197, 243, 243, 83, 44, 44, 20, 386, 55, 145, 55, 55, 537, 86, 55, 386, 84, 44, 237, 90, 84, 583, 84, 537, 55","197, 243, 83, 44, 20, 386, 55, 145, 537, 86, 84, 237, 90, 583",14,55
1206,1LUZ0OQ,1,189,189,1,189
1207,1LZAGNZ,8,"85, 577, 582, 84, 681, 582, 846, 681","85, 577, 582, 84, 681, 846",6,"582,681"
1208,1M1QIL5,5,"386, 289, 289, 289, 289","386, 289",2,289
1209,1M2WPFA,2,"310, 310",310,1,310
1210,1M3E7KN,1,846,846,1,846
1211,1M4M3SP,1,537,537,1,537
1212,1M595JT,2,"846, 846",846,1,846
1213,1M6VTT8,6,"193, 193, 105, 84, 84, 84","193, 105, 84",3,84
1214,1M793ML,4,"28, 191, 79, 856","28, 191, 79, 856",4,"28,191,79,856"
1215,1M79QTG,2,"846, 846",846,1,846
1216,1M8YBAR,2,"583, 537","583, 537",2,"583,537"
1217,1MAWM7E,1,157,157,1,157
1218,1MBRGBS,1,858,858,1,858
1219,1MG0BMI,9,"105, 28, 78, 113, 79, 113, 113, 113, 113","105, 28, 78, 113, 79",5,113
1220,1ML549M,2,"907, 907",907,1,907
1221,1ML7ZYK,1,573,573,1,573
1222,1MM34KG,36,"44, 110, 43, 110, 44, 110, 110, 43, 110, 110, 110, 110, 110, 110, 110, 110, 180, 110, 84, 84, 110, 110, 110, 110, 207, 110, 84, 110, 110, 110, 28, 110, 110, 289, 856, 110","44, 110, 43, 180, 84, 207, 28, 289, 856",9,110
1223,1MN5IHV,1,145,145,1,145
1224,1MNYB2U,1,199,199,1,199
1225,1MOMAVK,2,"28, 79","28, 79",2,"28,79"
1226,1MOUS0V,1,583,583,1,583
1227,1MQY0XU,14,"83, 83, 83, 105, 83, 459, 84, 84, 459, 84, 575, 459, 537, 459","83, 105, 459, 84, 575, 537",6,"83,459"
1228,1MUBTPL,4,"92, 33, 110, 33","92, 33, 110",3,33
1229,1MWL0L8,1,191,191,1,191
1230,1MY9W7F,2,"192, 192",192,1,192
1231,1MYI8B6,3,"386, 575, 386","386, 575",2,386
1232,1N02LX0,3,"386, 386, 386",386,1,386
1233,1N0BDGB,1,294,294,1,294
1234,1N0TPVN,4,"85, 86, 86, 845","85, 86, 845",3,86
1235,1N0VK8D,4,"386, 145, 86, 145","386, 145, 86",3,145
1236,1N1RNE9,3,"573, 573, 573",573,1,573
1237,1N2QQZG,1,145,145,1,145
1238,1N34SO9,3,"386, 84, 294","386, 84, 294",3,"386,84,294"
